company,event_date,collected_at,event_type,risk_category,severity,confidence_score,matched_keywords,signal_type,rule_signal_type,final_signal_type,ml_signal_type,ml_confidence,description,source_url,source,ai_summary,ai_explanation
Americanas SA,2026-01-22 08:00:00,2026-04-27T16:29:50.775180,news_signal,LEGAL_REGULATORY,5,0.9,"CEO, regulator, fraud",CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,RISK_SIGNAL,0.46,Brazil’s regulator accuses ex-CEO of masterminding Americanas fraud - Valor International,https://news.google.com/rss/articles/CBMizwFBVV95cUxPOXp4SldFMDFhRTh6OVhiSHNVMlJ3bm9hbUtOOXJKTEU4bTU0aWM5eXRTZ3NGcHJqVlZuTnRCX2x3UlNrVHVxbGNidkN2Vks3WnJoSnNHTTAzNXRsVzFvd1cwRnNVQl9YZkRoX3VaNkFJTTR3M3g4bjR3dzREQ0dSQ1lSZWsybmpqb3czdkFfZGUyT0hEX2ZoUXZPNEpWXzVnNTFMWW85dG1OWDhwdXR0Um5PYTduX0JVbHFFcFNZNkZGemtFQ19PeTdjVmdRMkXSAd4BQVVfeXFMTjh6cW1UTDBNQ2taRlJ6eGFLc3YwTUplV2E3THhhSHpkRVlPeE00c0FqQ0I2T0lWaWZDUDQyaE9QQ1pMMEN5Z3VtVTdTZ1otT1VSR0JPd1ZPTERyT2d6Y0lZVFNqTjNycGplWGxmZ0ZKdE1jc3VxNlR2S0dXV3hHMFFVTktxZGRiV2xSb1p5WHU0Tk83d2NYRXFtNW9aMjkzclMwUlZ5LVdoWTBhX0NGSW16UnVnMFBSaGFmTWVJWGszS01XMmxhZlVkNlE0SHRYSGdveVFaV250eTdSZ093?oc=5,Google News RSS,"Brazil's regulatory agency has accused the former CEO of Americanas, a major Brazilian retailer, of masterminding a massive fraud scheme.","This news could represent a corporate risk for several reasons:

1. **Regulatory scrutiny**: The involvement of the Brazilian regulator in investigating the alleged masterminding of the Americanas Group's (formerly Americanas S.A.) fraudulent activities suggests that there may be a lack of transparency or accountability within the company's leadership.
2. **Reputation damage**: If the investigation finds that the ex-CEO was indeed involved in the fraud, it could lead to significant reputational damage for the company, its directors, and executives. This could result in a loss of public trust, potentially impacting the company's brand value and ultimately affecting its financial performance.
3. **Financial consequences**: The Brazilian regulator's accusations could lead to severe financial penalties or even fines against the company and individuals involved. This would be a significant risk for Americanas Group, as it would require them to pay substantial amounts of money.
4. **Loss of regulatory compliance**: If the investigation reveals that the company was aware of or turned a blind eye to fraudulent activities, there is a risk that the regulator could strip the company of its licenses or permits, forcing it to shut down operations entirely.
5. **Potential for class-action lawsuits**: As a result of the alleged fraud, customers or investors who were affected by the scandal may file class-action lawsuits against the company and its executives. This would add significant uncertainty and potential financial liability for Americanas Group.

Overall, this news could pose a significant corporate risk to Americanas Group, as it highlights concerns about leadership accountability, regulatory compliance, reputational damage, and financial consequences."
Americanas SA,2024-11-08 08:00:00,2026-04-27T16:29:50.775180,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.41,"Credit risk made tangible by Americanas case, Allianz Trade says - Valor International",https://news.google.com/rss/articles/CBMiywFBVV95cUxPb0lsV0c3Rmtwem5lY3ZBaDlQSUZuMkdkd28xVHNHNEZQdEx3QTAzdXBlUG5wYTh4czh1MkhzQVJtQkNxSjgwVVQ3ME1wWmE0N0htNkNfSGMxSHRjYTdFRlBIeVJaM2RfX1FMTDdEMTZqLVpySmQ3SlVETE51Uy1oX2pOY1huWjV0NVRrR28zTXM1bkY1UGwxZ3JsMWlXQlEwcG9Cc2dyMWstNlQ5amcwWHNkR0V4WVNTUm1UdEVzR01OcmhGdy11M0lQSdIB2gFBVV95cUxNS2FpajM5OXoxY1RCaDZTT0oyRV9PeDVsR1VIZ294QzRHOXVZMm1Dc01qOHJDdTlWazJVbmcwbmNLS1ptcnBuU3B0YmxjYnZlbnZJRWU4TTQxM2J2bkk5ZHQ3WlM5WnM1c0duOE43UXo3aWpVMlRiUHhrT3RlZ3hqR3FJYjZEbWd5aTI4S2xpM3I1ckRCRmM1MXhNLXh5S3FJYzN5M3dPcVAzSnVCMmhWNEpKdlJYUEJhXy0xcGxQLThTTHFiT3paYWZaV0ZkYThJaXFrbnF0WDRsQQ?oc=5,Google News RSS,,
Americanas SA,2023-01-13 08:00:00,2026-04-27T16:29:50.775180,news_signal,FINANCIAL_SYSTEM_RISK,2,0.5,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,GENERAL_NEWS,0.41,"Americanas’ $4 Billion Meltdown Hits 3G Billionaires Lemann, Telles, Sicupira - Bloomberg Línea",https://news.google.com/rss/articles/CBMiswFBVV95cUxOejJxeVBXMEwwa3p1OTRSRno4RlBlTHZYX2RldmhNcW9idFZyZlItRDN4bnhrZFZTMmNVRVVmajVjclR5ODl5SF90MjcwRGd5ZDd5OHl0WjllTUdFVjA3VGh2ZC1rZkthOGJqZU9lNGV4U1JOU3dia01wVU5HM0VWU3dOM216aW5mVHRWaU9GTWtEcGN6RXZwU3J2T0tWVWtKeHJYQUp2R1VLRXV1OEtGQXVsY9IBxwFBVV95cUxOaGZvRUtyT2NMbENndFI1SzRSRTFNLUZlVHhIRDJIdDZPM1BIdi0weTQzakIwTUJuckREU3pNZHU4WTlxLWFLUUo5MlBmUG9EdUZLbEVBclpjZTh3YnZUVHloYXdGMkdWQ2NDWERsTDlTYUlnQThBOUQwbHI3T01hT2xIY3hsMU1jV1ZCM2xLRXdfa1ZaSFJjMThyREhaVXMyZ0czS0xuLTBxeW40ZjRVelFSQXZrVU03T0xvOXc0Mk9qX2hyUU9n?oc=5,Google News RSS,,
Americanas SA,2026-02-10 08:00:00,2026-04-27T16:29:50.775180,news_signal,FINANCIAL_SYSTEM_RISK,2,0.6,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.35,O que está em jogo na Venezuela? Feministas latino-americanas respondem - Portal Catarinas,https://news.google.com/rss/articles/CBMimgFBVV95cUxOSmJBaUxfMG80RzdYYThYUDlaaDNabzY1QzNnWmdUdUZZNmZDZmNORE9fekE1UnBlUi1uVFMxcXp1aWxkSGhDUXU0WDhrdGxST1BxX2N3cnNBcl9leFVHRlFDR3JrZVlMNjN4dkFVWTdFU3dkZnRXMGhBdU1XSURSV1plVE1NN29sem5CVFhwZ1VESEdhdXl1eHNB?oc=5,Google News RSS,,
Ambipar,2025-10-15 07:00:00,2026-04-27T16:29:50.775180,news_signal,CREDIT_LIQUIDITY,5,1.0,"creditor, creditors, restructuring",CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,0.58,Ambipar's complex situation could take creditors to the cleaners — Restructuring QuickTake - 9fin,https://news.google.com/rss/articles/CBMifEFVX3lxTE1rd3pJbEw3QVlaTEc4WTNjZ0l1RXEwM25Db1B2Z2RoeGRZOXVOc2E2TUpBbDhoaGNjVVJJemo5V3h0Y3hpSVhIcVIzTXlCTVFGd2dTNTliZlA2R2JYYzJwQW91R3RjOFl3NGVPSlQ3SmZ3UVJBVVBfMkF6V0M?oc=5,Google News RSS,Ambipar is facing a complex financial situation that may leave its creditors with significant losses if not resolved.,"This news suggests that Ambipar is facing significant financial difficulties, and its restructuring efforts may not be sufficient to protect its creditors from potential losses. This could represent a corporate risk in several ways:

1. **Financial instability**: The fact that creditors are at risk of being ""taken to the cleaners"" implies that Ambipar's financial situation is precarious. If creditors are not adequately protected, it could lead to a loss of confidence in the company's ability to manage its finances.
2. **Reputation damage**: A failure to successfully restructure debt or address financial difficulties can have a negative impact on a company's reputation. This could make it harder for Ambipar to attract investors, customers, and talent in the future.
3. **Credit rating downgrade**: If creditors are not protected, the company's credit rating may be downgraded, which would increase borrowing costs and reduce access to capital. This could limit Ambipar's ability to invest in its business or respond to changing market conditions.
4. **Asset sale or liquidation**: In extreme cases, a company facing significant financial difficulties may be forced to sell off assets or undergo liquidation. This can lead to a loss of control and value for stakeholders, including employees, customers, and shareholders.
5. **Increased risk of bankruptcy**: If Ambipar is unable to successfully restructure its debt, it may be at risk of bankruptcy. This would have significant consequences, including the loss of jobs, disruption to business operations, and potential liability for creditors.

Overall, this news suggests that Ambipar's financial situation is fragile, and there are concerns about its ability to navigate the complex restructuring process. This could represent a corporate risk for investors, customers, employees, and other stakeholders who have a vested interest in the company's success."
Ambipar,2025-10-20 07:00:00,2026-04-27T16:29:50.775180,news_signal,CREDIT_LIQUIDITY,2,0.6,bankruptcy,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.42,Brazil's Ambipar files for bankruptcy amid growing credit market unease - Reuters,https://news.google.com/rss/articles/CBMiogFBVV95cUxNT1ZPZXNkRHJtdUMwTWNMQW5aemNjRzFTSTJzejhRRnowV1U0Qmg2T3dUMVBUaUpNSEhiUWoxRmY0M213amVZVmpDODdja2U2NE1vSGxLb1RfYWhvQ1I0Vy1ORjZCQ2g5NV9fZ0c5RXNIelJvT3JyakxlNkFQVk5ObUV4M0xqXzV1VWg5anZYaTRqa1M0YklUc2JEc3lxMWpneEE?oc=5,Google News RSS,,
Ambipar,2025-09-25 07:00:00,2026-04-27T16:29:50.775180,news_signal,CREDIT_LIQUIDITY,2,0.6,debt,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.49,Here's Why Ambipar Participações e Empreendimentos (BVMF:AMBP3) Has A Meaningful Debt Burden - simplywall.st,https://news.google.com/rss/articles/CBMijAJBVV95cUxORHRmUm9jcGw4ZkJ6TnZQYm56ZWdESi03WWgtaU5ncEZKS0ltZ3NVWW9oWEQwV0ZQU0FSYm1kRzhXNnpvSFFDN3NPbkw4NW1sd0NqbmR5TGtYNF9FYmxqZWlEdHRCY0VvUlZjMV9wQjdPNWU3aG4wVm56cnU3dDR2ZXRRNFJqcmFPbThKUkxsUXJPTVM2UUxPWGROdVlMUkx6dTB4V0FweHh2dG5WcUUycTJMYkJRRmRvbG41WWFtaVlzdXNOV0RFcVZzZDNiaW5aSThiOTNiaXBVWWhYbjJxMW9CblFJaGloMnJUcHVwSXpaRjc5VnBpcXdsNjUxN1hMYUNwbGtDZFNUak1m0gGSAkFVX3lxTE5LdDY0blhNZGR0NXl3VGpfQlBobDlGcEpOUVoxaXliR2oxWnhDcHdfVk1MMGFWUGk0SEs2cnY0cnF2THZuQlYwU0JPQ0lsVFpJN2Q4U2J3NlEyMFpPSF82eGktUll6NnRmbEdWalFpVm9HWDVscTdmQVNHV0RhZkRKZmN6czZoLU1IZmZJRjRjM0ljN2Vway1ILWJUNkFzTFhwYWpmelVuY0thMDBYYUtlVzIzTkduSUlCVmd1TnFLdlh0MUQzSXVMV1pJYUFtUHVYSHdtUk5VVUxJMlI3WGpmWnJ1OGxYd3F2TkZ5MURCcXV0Z1RGTjVYYmZ0RDNqZGd4TWNqLTZUT2hWYTFfd0ZRdWc?oc=5,Google News RSS,,
Ambipar,2025-10-22 07:00:00,2026-04-27T16:29:50.775180,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,Tense weeks preceded Ambipar’s collapse - Valor International,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQNU5RY0ROYVE3WUJSc29MRjRCOFpBUENMWWRaSGJUREFtUEdKczJtbU1UNXNxMlEtWTJLOFU3WVE0NjJYam9OUG8xYkRHMUNGNjdQUDZCNmU3UTBJZkVvUFJhZFlWZEpDdjdlUFRfbXhVeFkxMjhTSi1tOFItUk5xY3FPM1cxTlF2SG9iUWRHWXJTVXFqTWxlcGgzYmVJd3R0dzlqWlV6M3U4d9IBuAFBVV95cUxOWERUR1ppRTJjbjNvWTNEM3JCUkU3Q05DUmVUV2I5Tk53WkRRdVowOWJDTHFUbFk2cVAtQXVLQWMxYTNUamxPeEJHNkliaXFmb21iWUx2RHZfM0VyejhyVk1haHRCYjVYcE1GR1ZNb1FjZVhuRGt3dTdnOWxHdW9YeXRrVnJSQ1BqYUIwdVJXQTUwbXZ1dWNISElsSW9zazdMVDRlZDRGSlYwZ1JmQmt6T3Joc0hIOXU5?oc=5,Google News RSS,,
Ambipar,2025-09-25 07:00:00,2026-04-27T16:29:50.775180,news_signal,CREDIT_LIQUIDITY,4,0.7999999999999999,"creditor, creditors",RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,0.62,Brazil's Ambipar Gets Emergency Court Protection as Creditors Pounce - Bloomberg.com,https://news.google.com/rss/articles/CBMirwFBVV95cUxQMzd5VDFUR1hJV0FCUXBjZE12TWJBNVo1M3BLTll5TEhKcm5qcE5tbFJJVGZya0xCUFVvYUg2TkQtOU1jLWlKVVVicWNzTkJTWkFMVmZWTzJUWUhJdVFxZDBldW92MVJRZEl2VnNEQ0VYdjd1bEpoeTZUWGlQTDdCU0dzckVXTDhaaENFdGJ3b3RMUGV5ejhZd3RXLWl4aWZfX2NjS2gzTHh2ZnZSb0cw?oc=5,Google News RSS,Brazilian company Ambipar has received emergency court protection to prevent creditors from seizing its assets.,"This news could represent a corporate risk for Ambipar, the Brazilian company in question, because it indicates that creditors are taking action to protect their interests. Here are some possible reasons why this development could be a concern:

1. **Distress signals**: The fact that an emergency court protection was granted suggests that Ambipar is facing significant financial difficulties or liquidity issues. This can be a distress signal for investors, lenders, and other stakeholders.
2. **Increased risk of default**: By seeking emergency court protection, Ambipar may be indicating a high likelihood of default on its debt obligations. If the company is unable to meet its payments, it could lead to a credit crisis, damage to its reputation, and even bankruptcy.
3. **Loss of control**: The fact that creditors are taking action to protect their interests implies that they may be attempting to gain control over Ambipar's operations or assets. This could lead to a loss of autonomy for the company's management team and potentially disrupt its operations.
4. **Reputation impact**: News of a company facing financial difficulties and creditor intervention can damage its reputation, leading to a loss of investor confidence, reduced market value, and decreased access to capital in the future.
5. **Potential for asset sale or restructuring**: Ambipar's use of emergency court protection may indicate that the company is considering asset sales or restructuring as a means of addressing its financial difficulties. While this could be a necessary step, it can also lead to complex negotiations, disputes among stakeholders, and potentially significant losses for the company.

Overall, the news highlights the potential risks associated with Ambipar's financial situation, which could have significant implications for investors, creditors, and other stakeholders."
Ambipar,2025-12-26 08:00:00,2026-04-27T16:29:50.775180,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.49,CNOOC and Ambipar sign agreement to accelerate oil and gas innovation in Brazil - Global Times,https://news.google.com/rss/articles/CBMiYkFVX3lxTE8yU1RaOUd2QTFDejdjSERLYy00U0tEbzk2YjlXZnAtX2h0Wi1GX3FERkw2Y3JBb29IN3NCNUZjOXdqRmNFNC1faEFzSEEydUxYLUU2ZjNiRXZ6Q0R6enBjTGFB?oc=5,Google News RSS,,
