company,event_date,collected_at,event_type,risk_category,severity,confidence_score,matched_keywords,signal_type,rule_signal_type,final_signal_type,ml_signal_type,ml_confidence,description,source_url,source,ai_summary,ai_explanation
Americanas SA,2026-04-28 19:51:09,2026-05-04T03:32:35.905163,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,Americanas S.A. stock (BRAMERACNOR6): Is the e-commerce recovery path now the key test for investors - AD HOC NEWS,https://news.google.com/rss/articles/CBMixwFBVV95cUxQbnY1VGlubjllRE9wdy1abkJZUzhydkVhX1JyQ21NcDQyWkRjcmVuRDNZcjRlZ0tWUko2YS1MVmJ3eE83X0RmUE1ZV2pWNDA1S0tkZ3hJV2lJRVlVWmlhTXJ1WV9iWDFmMUdSV0t4N3RtV3VhM2lpNGpaQnpWTk90OUtZbnZFY001QWhiSFF0OFF4NXJTRnViT1Z6XzZuX2duUmRFZTF2UVcxUk1xSUxvWjBkV1lJS1pRWkhwdFBpbms0WFZUVm5B?oc=5,Google News RSS,,
Americanas SA,2026-01-03 08:00:00,2026-05-04T03:32:35.905163,news_signal,FINANCIAL_SYSTEM_RISK,2,0.6,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.3,Trump diz que petroleiras americanas vão operar na Venezuela; entenda por que controle de reservas do país dá vantagem estratégica - O Globo,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNMGVOZGpUUUplcFE3OTdmTlE4Rjh0elZpOW1SdWoyOWViaXhNd3NKUHdvNVNBbnBOU3d5RWw0bFJTZzVSanhBcm1JbXJ5RzVOcnIzYzVIYjF0TVJTMlJRaG5vdlpKd0R1N3RxNHhScGJoVVhKMy1qcTRJZ1JhVzZyOGJjNDVTWDVCYlZRQ2lSVHY3UWhEdHA2TUFxcUEtb1RZWWQxbkJxRVVMVlJ2RGxqNXlFdFJ1UEsyakV3a3hicFdFcHMxR0l3TU5hbGFJVjhzQkMxRHNWdkvSAecBQVVfeXFMT1dWOEdYTWFkcjFvYW54c19LSEZlYnpIV20td2g1SFF0ZnBhQ2loRFJmSlZ4VlBPUG5IV3M5TURvWXI3UDJ4RjRmcUZ0bEJMVjA2bGlnYjRJcml6Q0VZcnR3UUkxWnJ4b0tINGlJY0xNU3pneUxieFI4VHVYblpEakNPWW9nU0dBcUlDbGRFSDk3NlVvMU5wTTBLdmF0MzZKc1E5TUJaVnR2MFF5X2xxT0ZZUlBtb3pFbWRxWWxIZmFUbmlaczdIakNHQVNyejBrY1VreEc5X3JoU29XaU9iMzlaZ2pVXzBn?oc=5,Google News RSS,,
Americanas SA,2023-01-13 08:00:00,2026-05-04T03:32:35.905163,news_signal,FINANCIAL_SYSTEM_RISK,2,0.5,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,GENERAL_NEWS,0.41,"Americanas’ $4 Billion Meltdown Hits 3G Billionaires Lemann, Telles, Sicupira - Bloomberg Línea",https://news.google.com/rss/articles/CBMiswFBVV95cUxOejJxeVBXMEwwa3p1OTRSRno4RlBlTHZYX2RldmhNcW9idFZyZlItRDN4bnhrZFZTMmNVRVVmajVjclR5ODl5SF90MjcwRGd5ZDd5OHl0WjllTUdFVjA3VGh2ZC1rZkthOGJqZU9lNGV4U1JOU3dia01wVU5HM0VWU3dOM216aW5mVHRWaU9GTWtEcGN6RXZwU3J2T0tWVWtKeHJYQUp2R1VLRXV1OEtGQXVsY9IBxwFBVV95cUxOaGZvRUtyT2NMbENndFI1SzRSRTFNLUZlVHhIRDJIdDZPM1BIdi0weTQzakIwTUJuckREU3pNZHU4WTlxLWFLUUo5MlBmUG9EdUZLbEVBclpjZTh3YnZUVHloYXdGMkdWQ2NDWERsTDlTYUlnQThBOUQwbHI3T01hT2xIY3hsMU1jV1ZCM2xLRXdfa1ZaSFJjMThyREhaVXMyZ0czS0xuLTBxeW40ZjRVelFSQXZrVU03T0xvOXc0Mk9qX2hyUU9n?oc=5,Google News RSS,,
Ambipar,2025-10-15 07:00:00,2026-05-04T03:32:35.905163,news_signal,CREDIT_LIQUIDITY,5,1.0,"creditor, creditors, restructuring",CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,0.58,Ambipar's complex situation could take creditors to the cleaners — Restructuring QuickTake - 9fin,https://news.google.com/rss/articles/CBMifEFVX3lxTE1rd3pJbEw3QVlaTEc4WTNjZ0l1RXEwM25Db1B2Z2RoeGRZOXVOc2E2TUpBbDhoaGNjVVJJemo5V3h0Y3hpSVhIcVIzTXlCTVFGd2dTNTliZlA2R2JYYzJwQW91R3RjOFl3NGVPSlQ3SmZ3UVJBVVBfMkF6V0M?oc=5,Google News RSS,Ambipar is facing a complex financial situation that may leave its creditors with significant losses if not resolved.,"This news suggests that Ambipar is facing significant financial difficulties, and its restructuring efforts may not be sufficient to protect its creditors from potential losses. This could represent a corporate risk in several ways:

1. **Financial instability**: The fact that creditors are at risk of being ""taken to the cleaners"" implies that Ambipar's financial situation is precarious. If creditors are not adequately protected, it could lead to a loss of confidence in the company's ability to manage its finances.
2. **Reputation damage**: A failure to successfully restructure debt or address financial difficulties can have a negative impact on a company's reputation. This could make it harder for Ambipar to attract investors, customers, and talent in the future.
3. **Credit rating downgrade**: If creditors are not protected, the company's credit rating may be downgraded, which would increase borrowing costs and reduce access to capital. This could limit Ambipar's ability to invest in its business or respond to changing market conditions.
4. **Asset sale or liquidation**: In extreme cases, a company facing significant financial difficulties may be forced to sell off assets or undergo liquidation. This can lead to a loss of control and value for stakeholders, including employees, customers, and shareholders.
5. **Increased risk of bankruptcy**: If Ambipar is unable to successfully restructure its debt, it may be at risk of bankruptcy. This would have significant consequences, including the loss of jobs, disruption to business operations, and potential liability for creditors.

Overall, this news suggests that Ambipar's financial situation is fragile, and there are concerns about its ability to navigate the complex restructuring process. This could represent a corporate risk for investors, customers, employees, and other stakeholders who have a vested interest in the company's success."
Ambipar,2025-10-20 07:00:00,2026-05-04T03:32:35.905163,news_signal,CREDIT_LIQUIDITY,2,0.6,bankruptcy,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.42,Brazil's Ambipar files for bankruptcy amid growing credit market unease - Reuters,https://news.google.com/rss/articles/CBMiogFBVV95cUxNT1ZPZXNkRHJtdUMwTWNMQW5aemNjRzFTSTJzejhRRnowV1U0Qmg2T3dUMVBUaUpNSEhiUWoxRmY0M213amVZVmpDODdja2U2NE1vSGxLb1RfYWhvQ1I0Vy1ORjZCQ2g5NV9fZ0c5RXNIelJvT3JyakxlNkFQVk5ObUV4M0xqXzV1VWg5anZYaTRqa1M0YklUc2JEc3lxMWpneEE?oc=5,Google News RSS,,
Ambipar,2025-10-03 07:00:00,2026-05-04T03:32:35.905163,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,Brazil’s Ambipar shares extend decline amid legal and credit concerns - TradingView,https://news.google.com/rss/articles/CBMixAFBVV95cUxOWnNmRnRiQUJPS1F3MVNZRWI5cUQ5eWIzUHM4X1JsbUl2cExZRHN1c1JBZGhZMlJLQ2ZFaVRNbmkxQ3NuR0hBYnRlR3RPODhRdUJNaGxISXN3WmJFdU95Q3FySzRjbTJqSWYwUE9SeDEzc3h6UmdURTVKY2Q4ekpNc0dQTld4NWhiNEZjVTJRbzVMb2dDSkU0aXVJSFlNUTRSOHN1Q1N4NlZaZWE3RTlCRDVUNnZUYjFUYUNyR3NOb1BUZHJG?oc=5,Google News RSS,,
Ambipar,2025-10-22 07:00:00,2026-05-04T03:32:35.905163,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,Tense weeks preceded Ambipar’s collapse - Valor International,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQNU5RY0ROYVE3WUJSc29MRjRCOFpBUENMWWRaSGJUREFtUEdKczJtbU1UNXNxMlEtWTJLOFU3WVE0NjJYam9OUG8xYkRHMUNGNjdQUDZCNmU3UTBJZkVvUFJhZFlWZEpDdjdlUFRfbXhVeFkxMjhTSi1tOFItUk5xY3FPM1cxTlF2SG9iUWRHWXJTVXFqTWxlcGgzYmVJd3R0dzlqWlV6M3U4d9IBuAFBVV95cUxOWERUR1ppRTJjbjNvWTNEM3JCUkU3Q05DUmVUV2I5Tk53WkRRdVowOWJDTHFUbFk2cVAtQXVLQWMxYTNUamxPeEJHNkliaXFmb21iWUx2RHZfM0VyejhyVk1haHRCYjVYcE1GR1ZNb1FjZVhuRGt3dTdnOWxHdW9YeXRrVnJSQ1BqYUIwdVJXQTUwbXZ1dWNISElsSW9zazdMVDRlZDRGSlYwZ1JmQmt6T3Joc0hIOXU5?oc=5,Google News RSS,,
Ambipar,2025-12-26 08:00:00,2026-05-04T03:32:35.905163,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.49,CNOOC and Ambipar sign agreement to accelerate oil and gas innovation in Brazil - Global Times,https://news.google.com/rss/articles/CBMiYkFVX3lxTE8yU1RaOUd2QTFDejdjSERLYy00U0tEbzk2YjlXZnAtX2h0Wi1GX3FERkw2Y3JBb29IN3NCNUZjOXdqRmNFNC1faEFzSEEydUxYLUU2ZjNiRXZ6Q0R6enBjTGFB?oc=5,Google News RSS,,
Ambipar,2025-12-26 08:00:00,2026-05-04T03:32:35.905163,news_signal,CREDIT_LIQUIDITY,4,0.7999999999999999,"creditor, creditors",RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,0.58,Ambipar's recovery plan calls for more investments in the company - but they forgot to consult with creditors - NeoFeed,https://news.google.com/rss/articles/CBMizwFBVV95cUxNS003R3daRVVZc0hJSmptbUxjV3c1Wll6TThGSXVCcVc1VHVsenVJRzYwWWI5MUFtZGt6SDRwTFhEZmVfU05rdVFoT01CY3kwX1I0R1dKZjVwUFI5c2lvMjhlMGJYUVFXWjNOSlduSGlOVk5TQlN3cG02cGx4cDdIUWVXRjVJV2hJMC16b3BLLVVSdTFwYzFHUzdvNXNmdWNnMmpfR0JBNFhLeEhlaU0yQ1NDV2ZBM0N6NEJJOVlEY1EtSFB3S3N4TWlCS2ZMNzQ?oc=5,Google News RSS,"Ambipar's recovery plan proposes increased investment, but ignores consultation with creditors.","This news represents a corporate risk because it suggests that Ambipar's recovery plan, which is likely intended to help the company overcome its financial difficulties, may be flawed or unsustainable due to several key issues:

1. **Lack of creditor consultation**: By not consulting with their creditors, Ambipar has potentially ignored the interests and concerns of their lenders, who may have significant stakes in the company's recovery plan. This could lead to a power imbalance, where creditors are left without a seat at the table or a meaningful say in how the company is restructured.
2. **Insufficient investment**: If the recovery plan calls for more investments, but Ambipar has not consulted with its creditors about the terms of these investments, it's likely that creditors will not be on board with the plan. This could lead to reduced investor confidence, decreased funding, and ultimately, a higher risk of the company failing.
3. **Potential creditor pushback**: Creditors may view Ambipar's recovery plan as unfair or inadequate, leading them to refuse to participate in the plan or even take legal action against the company. This could result in a loss of trust among investors, further destabilizing the company's financial situation.

Overall, this news highlights a critical oversight that could have significant consequences for Ambipar's financial health and stability."
Ambipar,2024-09-24 07:00:00,2026-05-04T03:32:35.905163,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,SAP and Ambipar Unveil Net Zero as a Service - SAP News Center,https://news.google.com/rss/articles/CBMicEFVX3lxTE9ONFlfdTJWYk5iTGs5ZWlEaElTRXdONWpUbmpOaFNsWHdkNGRhMU9qWG9DbGZwSlFMcTREeEE5bURCNS0weDgtU2FwNmRkQlJuUU1vdWYxUF92amxtQzVaNUI0OHVhTEVzdVdNcDR6UVjSAXhBVV95cUxQYVd5eEZhcENCZkx2Ynk4MGRMUGJUQUw3QThLZWNjVHFxbHh4eW9iUS02bUhxYm9pTlBMOXI2eUFJYUdGNGQtVDdJVlRyWVdVNnRJYW5fSkVlYnBRYTdMTWJLcHRfV1ZpTGJrZFA1VHFPYV9YdTlDblg?oc=5,Google News RSS,,
