company,event_date,collected_at,event_type,risk_category,severity,confidence_score,matched_keywords,signal_type,rule_signal_type,final_signal_type,ml_signal_type,ml_confidence,description,source_url,source,ai_summary,ai_explanation
Americanas SA,2026-05-11 14:28:21,2026-05-12T03:32:12.975251,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.37,"Risco de contaminação do hantavírus segue 'muito baixo', dizem autoridades americanas - CBN",https://news.google.com/rss/articles/CBMi0AFBVV95cUxON0tseko5U19jcGpLLVZELWd2QVBVd0IyVUMxalJNQU5GV2ppUktIMlVJTnpzanA5cFlrSU5SaEhZUkd4VGlkdWhrOU5rNUNOSkJTNlFuNXNfODk2bkRWQXBKOXF0YmpUTWlQdF9WUlotYVpkb3VPdnA1ZkZNY1lUUV9XY2M1R2hlYnNBa3VZdy04NTI0Q0hBNGdxaEpXcUJwV2gxV0hVOFMtZFJHX2NVa3ZVc29PQjdiZmpYcXZTdUltOTNQVEFGdGJ5YkhIS2VX0gHfAUFVX3lxTFBQWVdOdnczUF9jOV8wWEprMEpuYlRyZ1E3RDRjaTNMR3RqS0ZpNWJ0MmtiZXhTMGVRdW5sYmZ5RlFLN3ptSVlnUUxlZ0JPeUF5TGtrTjY1b2dBM1gxN241VkNHRVVaQTE1UmFYQmJPMG5WNkt4UVpLQlIxNkVRQ1czQkZMZ2ppRmVxTzVZV3lwLWVOVVFUM2VfUVNiQVB4dWNTREdSWE5GV3RycjZUM0Y5cVl6XzBzVEhMWjEyVG1jd3lIbWNEVU9TZk9LVEpObDktamtQbzBUWnRfeVNXSWM?oc=5,Google News RSS,,
Americanas SA,2026-05-10 09:53:19,2026-05-12T03:32:12.975251,news_signal,FINANCIAL_SYSTEM_RISK,2,0.5,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,GENERAL_NEWS,0.42,Americanas S.A. stock (BRAMERACNOR6): Brazilian retailer trades near recent lows amid volatile price - AD HOC NEWS,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQbl9naTdNUWdJYm5IOXVvNlE4bXYyUTlIOXB6dFU2MHdvV2FTTFFwWHJpX1g4QlFEdGZPVktuNjVhU3o0YnB4cW9UbzZuRUlKWEk4MzlJQWswMTNwUFBFbkt4aldmZTUyNlVBcUJORnlmdUJaQmU5ZFpPNkhFR3pPajVJOG5qTlhTMGZxT2JyTmlDcUhHcUlxeUU2UkZhSW9QWHM0TUpnbGw3TDk5NjAyMW5MRlhHNklHaW9td3Raam8?oc=5,Google News RSS,,
Americanas SA,2026-04-28 07:00:00,2026-05-12T03:32:12.975251,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,Americanas S.A. stock (BRAMERACNOR6): Is the e-commerce recovery path now the key test for investors - AD HOC NEWS,https://news.google.com/rss/articles/CBMixwFBVV95cUxQbnY1VGlubjllRE9wdy1abkJZUzhydkVhX1JyQ21NcDQyWkRjcmVuRDNZcjRlZ0tWUko2YS1MVmJ3eE83X0RmUE1ZV2pWNDA1S0tkZ3hJV2lJRVlVWmlhTXJ1WV9iWDFmMUdSV0t4N3RtV3VhM2lpNGpaQnpWTk90OUtZbnZFY001QWhiSFF0OFF4NXJTRnViT1Z6XzZuX2duUmRFZTF2UVcxUk1xSUxvWjBkV1lJS1pRWkhwdFBpbms0WFZUVm5B?oc=5,Google News RSS,,
Americanas SA,2026-01-22 08:00:00,2026-05-12T03:32:12.975251,news_signal,LEGAL_REGULATORY,5,0.9,"CEO, regulator, fraud",CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,RISK_SIGNAL,0.46,Brazil’s regulator accuses ex-CEO of masterminding Americanas fraud - Valor International,https://news.google.com/rss/articles/CBMizwFBVV95cUxPOXp4SldFMDFhRTh6OVhiSHNVMlJ3bm9hbUtOOXJKTEU4bTU0aWM5eXRTZ3NGcHJqVlZuTnRCX2x3UlNrVHVxbGNidkN2Vks3WnJoSnNHTTAzNXRsVzFvd1cwRnNVQl9YZkRoX3VaNkFJTTR3M3g4bjR3dzREQ0dSQ1lSZWsybmpqb3czdkFfZGUyT0hEX2ZoUXZPNEpWXzVnNTFMWW85dG1OWDhwdXR0Um5PYTduX0JVbHFFcFNZNkZGemtFQ19PeTdjVmdRMkXSAd4BQVVfeXFMTjh6cW1UTDBNQ2taRlJ6eGFLc3YwTUplV2E3THhhSHpkRVlPeE00c0FqQ0I2T0lWaWZDUDQyaE9QQ1pMMEN5Z3VtVTdTZ1otT1VSR0JPd1ZPTERyT2d6Y0lZVFNqTjNycGplWGxmZ0ZKdE1jc3VxNlR2S0dXV3hHMFFVTktxZGRiV2xSb1p5WHU0Tk83d2NYRXFtNW9aMjkzclMwUlZ5LVdoWTBhX0NGSW16UnVnMFBSaGFmTWVJWGszS01XMmxhZlVkNlE0SHRYSGdveVFaV250eTdSZ093?oc=5,Google News RSS,"Brazil's regulatory agency has accused the former CEO of Americanas, a major Brazilian retailer, of masterminding a massive fraud scheme.","This news could represent a corporate risk for several reasons:

1. **Regulatory scrutiny**: The involvement of the Brazilian regulator in investigating the alleged masterminding of the Americanas Group's (formerly Americanas S.A.) fraudulent activities suggests that there may be a lack of transparency or accountability within the company's leadership.
2. **Reputation damage**: If the investigation finds that the ex-CEO was indeed involved in the fraud, it could lead to significant reputational damage for the company, its directors, and executives. This could result in a loss of public trust, potentially impacting the company's brand value and ultimately affecting its financial performance.
3. **Financial consequences**: The Brazilian regulator's accusations could lead to severe financial penalties or even fines against the company and individuals involved. This would be a significant risk for Americanas Group, as it would require them to pay substantial amounts of money.
4. **Loss of regulatory compliance**: If the investigation reveals that the company was aware of or turned a blind eye to fraudulent activities, there is a risk that the regulator could strip the company of its licenses or permits, forcing it to shut down operations entirely.
5. **Potential for class-action lawsuits**: As a result of the alleged fraud, customers or investors who were affected by the scandal may file class-action lawsuits against the company and its executives. This would add significant uncertainty and potential financial liability for Americanas Group.

Overall, this news could pose a significant corporate risk to Americanas Group, as it highlights concerns about leadership accountability, regulatory compliance, reputational damage, and financial consequences."
Americanas SA,2023-01-13 08:00:00,2026-05-12T03:32:12.975251,news_signal,FINANCIAL_SYSTEM_RISK,2,0.5,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,GENERAL_NEWS,0.41,"Americanas’ $4 Billion Meltdown Hits 3G Billionaires Lemann, Telles, Sicupira - Bloomberg Línea",https://news.google.com/rss/articles/CBMiswFBVV95cUxOejJxeVBXMEwwa3p1OTRSRno4RlBlTHZYX2RldmhNcW9idFZyZlItRDN4bnhrZFZTMmNVRVVmajVjclR5ODl5SF90MjcwRGd5ZDd5OHl0WjllTUdFVjA3VGh2ZC1rZkthOGJqZU9lNGV4U1JOU3dia01wVU5HM0VWU3dOM216aW5mVHRWaU9GTWtEcGN6RXZwU3J2T0tWVWtKeHJYQUp2R1VLRXV1OEtGQXVsY9IBxwFBVV95cUxOaGZvRUtyT2NMbENndFI1SzRSRTFNLUZlVHhIRDJIdDZPM1BIdi0weTQzakIwTUJuckREU3pNZHU4WTlxLWFLUUo5MlBmUG9EdUZLbEVBclpjZTh3YnZUVHloYXdGMkdWQ2NDWERsTDlTYUlnQThBOUQwbHI3T01hT2xIY3hsMU1jV1ZCM2xLRXdfa1ZaSFJjMThyREhaVXMyZ0czS0xuLTBxeW40ZjRVelFSQXZrVU03T0xvOXc0Mk9qX2hyUU9n?oc=5,Google News RSS,,
Ambipar,2025-10-15 07:00:00,2026-05-12T03:32:12.975251,news_signal,CREDIT_LIQUIDITY,5,1.0,"creditor, creditors, restructuring",CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,CRITICAL_SIGNAL,0.58,Ambipar's complex situation could take creditors to the cleaners — Restructuring QuickTake - 9fin,https://news.google.com/rss/articles/CBMifEFVX3lxTE1rd3pJbEw3QVlaTEc4WTNjZ0l1RXEwM25Db1B2Z2RoeGRZOXVOc2E2TUpBbDhoaGNjVVJJemo5V3h0Y3hpSVhIcVIzTXlCTVFGd2dTNTliZlA2R2JYYzJwQW91R3RjOFl3NGVPSlQ3SmZ3UVJBVVBfMkF6V0M?oc=5,Google News RSS,Ambipar is facing a complex financial situation that may leave its creditors with significant losses if not resolved.,"This news suggests that Ambipar is facing significant financial difficulties, and its restructuring efforts may not be sufficient to protect its creditors from potential losses. This could represent a corporate risk in several ways:

1. **Financial instability**: The fact that creditors are at risk of being ""taken to the cleaners"" implies that Ambipar's financial situation is precarious. If creditors are not adequately protected, it could lead to a loss of confidence in the company's ability to manage its finances.
2. **Reputation damage**: A failure to successfully restructure debt or address financial difficulties can have a negative impact on a company's reputation. This could make it harder for Ambipar to attract investors, customers, and talent in the future.
3. **Credit rating downgrade**: If creditors are not protected, the company's credit rating may be downgraded, which would increase borrowing costs and reduce access to capital. This could limit Ambipar's ability to invest in its business or respond to changing market conditions.
4. **Asset sale or liquidation**: In extreme cases, a company facing significant financial difficulties may be forced to sell off assets or undergo liquidation. This can lead to a loss of control and value for stakeholders, including employees, customers, and shareholders.
5. **Increased risk of bankruptcy**: If Ambipar is unable to successfully restructure its debt, it may be at risk of bankruptcy. This would have significant consequences, including the loss of jobs, disruption to business operations, and potential liability for creditors.

Overall, this news suggests that Ambipar's financial situation is fragile, and there are concerns about its ability to navigate the complex restructuring process. This could represent a corporate risk for investors, customers, employees, and other stakeholders who have a vested interest in the company's success."
Ambipar,2025-10-20 07:00:00,2026-05-12T03:32:12.975251,news_signal,CREDIT_LIQUIDITY,2,0.6,bankruptcy,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.42,Brazil's Ambipar files for bankruptcy amid growing credit market unease - Reuters,https://news.google.com/rss/articles/CBMiogFBVV95cUxNT1ZPZXNkRHJtdUMwTWNMQW5aemNjRzFTSTJzejhRRnowV1U0Qmg2T3dUMVBUaUpNSEhiUWoxRmY0M213amVZVmpDODdja2U2NE1vSGxLb1RfYWhvQ1I0Vy1ORjZCQ2g5NV9fZ0c5RXNIelJvT3JyakxlNkFQVk5ObUV4M0xqXzV1VWg5anZYaTRqa1M0YklUc2JEc3lxMWpneEE?oc=5,Google News RSS,,
Ambipar,2025-10-03 07:00:00,2026-05-12T03:32:12.975251,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,Brazil’s Ambipar shares extend decline amid legal and credit concerns - TradingView,https://news.google.com/rss/articles/CBMixAFBVV95cUxOWnNmRnRiQUJPS1F3MVNZRWI5cUQ5eWIzUHM4X1JsbUl2cExZRHN1c1JBZGhZMlJLQ2ZFaVRNbmkxQ3NuR0hBYnRlR3RPODhRdUJNaGxISXN3WmJFdU95Q3FySzRjbTJqSWYwUE9SeDEzc3h6UmdURTVKY2Q4ekpNc0dQTld4NWhiNEZjVTJRbzVMb2dDSkU0aXVJSFlNUTRSOHN1Q1N4NlZaZWE3RTlCRDVUNnZUYjFUYUNyR3NOb1BUZHJG?oc=5,Google News RSS,,
Ambipar,2025-10-22 07:00:00,2026-05-12T03:32:12.975251,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,Tense weeks preceded Ambipar’s collapse - Valor International,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQNU5RY0ROYVE3WUJSc29MRjRCOFpBUENMWWRaSGJUREFtUEdKczJtbU1UNXNxMlEtWTJLOFU3WVE0NjJYam9OUG8xYkRHMUNGNjdQUDZCNmU3UTBJZkVvUFJhZFlWZEpDdjdlUFRfbXhVeFkxMjhTSi1tOFItUk5xY3FPM1cxTlF2SG9iUWRHWXJTVXFqTWxlcGgzYmVJd3R0dzlqWlV6M3U4d9IBuAFBVV95cUxOWERUR1ppRTJjbjNvWTNEM3JCUkU3Q05DUmVUV2I5Tk53WkRRdVowOWJDTHFUbFk2cVAtQXVLQWMxYTNUamxPeEJHNkliaXFmb21iWUx2RHZfM0VyejhyVk1haHRCYjVYcE1GR1ZNb1FjZVhuRGt3dTdnOWxHdW9YeXRrVnJSQ1BqYUIwdVJXQTUwbXZ1dWNISElsSW9zazdMVDRlZDRGSlYwZ1JmQmt6T3Joc0hIOXU5?oc=5,Google News RSS,,
Ambipar,2025-12-26 08:00:00,2026-05-12T03:32:12.975251,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.49,CNOOC and Ambipar sign agreement to accelerate oil and gas innovation in Brazil - Global Times,https://news.google.com/rss/articles/CBMiYkFVX3lxTE8yU1RaOUd2QTFDejdjSERLYy00U0tEbzk2YjlXZnAtX2h0Wi1GX3FERkw2Y3JBb29IN3NCNUZjOXdqRmNFNC1faEFzSEEydUxYLUU2ZjNiRXZ6Q0R6enBjTGFB?oc=5,Google News RSS,,
